category,poem,url
SUMMER Moods,"placing the flute
  against her lips something
slips into place",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"British pub
  an unfaithful man blows
suds from his beer",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"getting into bed
  the stranger
even browner",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"eating melon
  bites given on the point
of his knife",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"the blood circle
  mother and daughter wading
in the surf",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"I'm not old
  all night my eyes have held
the ancient stars",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"with the ocean's roar
  I climb the hills home
not alone",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Plants,"long grass
  bending over road ruts
curve the valley slope",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"walking home
  after the circus
how dry the grass",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"sea promontory
  wild-winged grass seeds
birds fly up",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"bending a bit
  summer grasses watch me
enter the pool",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"stalk of grass
  a thin shadow joining others
for the night",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"picture taking
  such a lovely day
gladiolus",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"green apples
  crowding on the branch
full of sunshine",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"green plums
  tapering the hardness
swift-passing days",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"silence
  of a green leaf
eaten by a worm",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"silence
  of summer leaves
pure laughter",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"silence
  in a grove of green leaves
ancient suns watching",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"silence
  green leaves sly smiles
more knowing",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"sunshine lights
  on hibiscus leaves before their
own dark",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"hollyhocks
  pink light shining
as a cup",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"cupping
  pink light without hands
hollyhocks",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"Joshua trees
  on the ridge flute notes
higher and lower",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"Sunday morning
  desert sermons
of Joshua trees",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"juniper shade
  sleeping with tourists
on cool lava rocks",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"smoke shaking
  from its folds leafy trees
along the railroad",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"summer departs
  all the warmth left
in leaf fires",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"out of earth
  the heart shapes
leaves",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"a gift
  for the town gossip
a head of lettuce",http://www.ahapoetry.com/aadoh/suplant.htm
equinox,"harvest moon
watching a mouse hole
the ginger cat",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"turning out the light
renting the room to the moon
for a night",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a hazy moon
steam no longer seen
from the hot tub",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"clear moon
rising from a mountain ridge
darkness on its face",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"smudged moon
marked by mountain fires
soot and smoke",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a hunter's moon
the o's of howling dogs
ring in the mists",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"late rising
the lop-sided moon
half the night",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"night
without poems
then comes the moon",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"late moon
in the poor part of town
second-hand light",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"the tiny dawn
pine mountain releases
the late moon",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"ripe huckleberries
the moon comes up
streaked with purple",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"late moon
shivering before mountains
cold knees",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a falling star
the nearly round moon
still not full",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"clear night
moonlight coats
feathers",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"brushing moonlight
across night skies
wispy clouds",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
on the way to dawn
vivid dreams",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"green water
curls into white foam
moonlight",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"pale violet sheets
in silver moonlight
native hills",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
in the high desert
a river",http://www.ahapoetry.com/aadoh/autcel.htm
SUMMER Livelihood,"missing the malls
  on the ocean beach
she gathers shells",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"the fat child
  gathers the most sea shells
pockets bulging",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"high tide
  the beach leaves a mark
in her book",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"afternoon wind
  all the beachcomber's words
blown out to sea",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"heat wave
  on the beach crowds
cool fog",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"cold beach walk
  on sun-warmed car seats
two sweatshirts",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"curls of waves
  yet on the beach all day
her hair goes straight",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"smuggler's cove
  stones wash on the beach
the size of skulls",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"a special beach
  I put a pebble in my mouth
before leaving",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"car doors slam
  essence of starfish comes
home with us",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"beachcomber
  gift of civilization
a hairbrush",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"beach bums
  at a sermon of gulls
one tries to sleep",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"smelling the light
  on her tanned shoulder
home from the beach",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"cyclist
  picking up a nail
from a crosswalk",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"flat country lane
  a man on a bike
slices the sky",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"tourists
  too tipsy to drive
out in a canoe",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"choppy waves
  the small boat between
two worlds",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"behind the speedboat
  water bent and broken
mends with ripples",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"streaked with gold
  sunset in the rich folks' harbor
the tallest mast",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"in a canoe
  a man eating a banana
peeled",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"a summer day
  drifting by
in a canoe",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Animals,"here grasshopper
at pepper plant restaurant
aphids!",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"breaking waves
the screams of gulls
soft sand",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"skimming waves
spindrift feathers
a gull",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"along the cliff
wing tips of gulls
at eye level",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"high tide mark
gulls search
another time",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"before us
the road flown
by two sea gulls",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"gull wings
lifting the light
from the sea",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"gulls
playing with the wind
their shadows",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"blue white
swirls in evening skies
gulls",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"cutting up
a cove's high seas
the soaring gull",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"sea birds home
on shores of booming surf
the unused songs",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"Sunday beach
a sermon of sea gulls
one goes wading",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"mountain overlook
twinkling above the sea
a flock of gulls",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"sea gulls
over land and water
smoke from fire",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"tearing together
fish entrails
gulls' laugh",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"on rocks
the first sunshine
a gull",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"lunchtime
overlooking the road ahead
a hawk",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"fog billows
the gray streaks
of a hornet's nest",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"end of summer
walking the riverbank
just a heron",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Moods,"sweeping bare floors
  the summer empty cabin
very full",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"glowing
  a flag unfurls
native happiness",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"long summer day
  how many animals
I've been",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"on a bright sunny day
  comes your smiling face
light added to light",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"just two stars
  yet our eyes are closed
in ecstasy",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"high cliff
  the heart beats the blue sky
like a flaying stick",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"kissing
  together in a glass
our toothbrushes",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"desert kisses
  hotter
than ever before",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"morning stars fade
  waking a small bird
our lips",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"summer night
  empty mountain road filled
with our laughter",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"laughter added to the heat
  my lover's farts can't kill
mosquitoes",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"angel wings
  propelled through the air
by laughter",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"tongue
  tasting
pink",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"shapes
  pure light the face
of a loved one",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"blue spots
  tattooed with love
from his teeth",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Plants,"holy of holies
  in the scroll a lily
unrolled",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"each day
  celebrated by lilies
opening",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"sunset
  still the orange lily
awake",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"swollen belly
  the tiger lily bends its stripes
stretch marks",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"lunchtime
  lilies above the book
reading",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"what to serve for lunch
  that matches the lilies
found at the door",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"point blank
  the whiteness of lotus petals
spinning",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"left nor right
  all sides open
the lotus",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"live oaks
  rooted in a petrified trees
I have a photograph",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"rolling down
  a petrified log
acorns",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"fitting in
  with granite boulders
sacred oaks",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"marigold
  squinting in the summer sun
wrinkled nose smell",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"marijuana leaves
  my neighbor's garden
in a stolen car",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"muskmelon
  for desert
the new moon",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"fanning a breeze
  out of desert stillness
mesquite trees",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"mesquite green
  moving to touch
lizard skin",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"desert dinner
  dates and honey mesquite
without water",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"lying down
  under mesquite shrubs
shade and I",http://www.ahapoetry.com/aadoh/suplant.htm
equinox,"moonlight
faces in the sandstone cove
laughing",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"one half a cup
of low-fat cottage cheese
in the moonlight",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a window slants
from a rough stone fireplace
a square of moonlight",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"dancing around
in the moonlight
outstretched hands",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"nothing moves
moonlight touching wind
chimes",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"containing
a dish of moonlight
ritual salt",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight radiance
behind clusters of dark pine
white clouds",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"beach sand
wet with moonlight
ebb tide",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
following raccoons
across the porch",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"alone
how cold the moonlight
on my bed",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"sitting in moonlight
the empty chair full
of radiance",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"in my bed
a spot of moonlight
the empty pillow",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"out to cool
on the porch cakes frosted
with moonlight",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"promontory
holding up moonlight
crevices of sea caves",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
clothes from the dryer
fresh and clean",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
slipping from her breasts
the white blanket",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"covered with moonlight
the face of the mountain
my wrinkles",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a rock fantasy
shaped by moonlight
fears",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight highway
yellow crossing yellow
line of pee",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"mountain road
winding road
with a yellow line",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"mountain road
the glow in the moonlight
a night snake",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
reflected from rocks
into haiku",http://www.ahapoetry.com/aadoh/autcel.htm
SUMMER Terrestrial,"a quiet bay
  with seaweed and rocks
the sun at rest",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"a forest walk
  ending at the beach
roots",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"morning beach
  blue sand still quiet
in the tracks",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"cold wind
  on the beach
foam fans",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"beach fire
  flowing into waves
flames",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"rushing in - rushing out
  the wave's mini-vacation
on the beach",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Terrestrial,"darkening beach
  the warmth of a person's eyes
for the sinking sun",http://www.ahapoetry.com/aadoh/suterr.htm
SUMMER Celestial,"drowsy-colored
  the summer afternoon
weighs nothing",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"desert air
  invisible smoke of sagebrush
clear",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"softness
  desert air flows
through giant rocks",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"coming to sea cliffs
  the off-shore breeze raises
a flower fragrance",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"beach tent billows
  in the summer blue
white clouds",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"desert sounds
  out of the sun's way
clouds moving",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"morning downpour
  raised to new heights
afternoon clouds",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"dancing lights
  clouds sprinkle the sun
across water",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Celestial,"clouds
  colored by open wall
a driftwood lair",http://www.ahapoetry.com/aadoh/sucelesl.htm
SUMMER Livelihood,"river's bend
  wave lengths of setting sun
broken by a canoe",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"rowing on the lake
  boats filled
with empty sounds",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"stopped down
  by the river's pace
drifting boats",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"studying waves
  he drifts off
to sleep",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"cabin closed
  the waiting in the woods
as we come",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"the tiny cabin
  listening to pine wind
its very own planks",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"early summer
  cabin walls leaking
late night cold",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"back again
  in the summer cabin
winter dreams",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"tin roof
  hearing the edge of a cloud
wet with rain",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"warm dry air
  the river low in August
a door opening",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"leaving for home
  summer cabin floors
swept bare",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"camping
  man's first home
a wall of green wind",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"pillared by pine
  driftwood logs
slanted sunlight",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"a driftwood shack
  remembering other times
places",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"fights forgotten
  neighbor kids building
a club house",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"the open window
  screened with a web
leaf shadows",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"remaking the bed
  the river flows by
the campground",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"nearly awake
  sea-gathered light
on sleeping faces",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"environmentally sound
  wiping the new-age camper
with recycled paper",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"summertime
  the way to the circus
childish voices",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"carousel
  the sun goes around
up and down",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"Berkeley sidewalks
  the rest of my education
on the street",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Livelihood,"selling peace buttons
  he buys the mulatto a coffee
room for the night",http://www.ahapoetry.com/aadoh/sulive.htm
SUMMER Animals,"a flutter of flowers
hovering in the heat
hummingbirds",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"roof newly shingled
nestled under pine cones
lady bugs",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"surprising
tourists on the beach
meadow larks",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"above wild flowers
the song of the lark widens
the meadow higher",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"flowers songs
while looking out to sea
meadow larks",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"stones
a patterned shadow moves
on lizard legs",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"a hot wind
secrets of dunes
from a lizard",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"a patch blue sky
the belly of a lizard
filled with flies",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"flying water
into desert lizards
gnats",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"wind echo
in round rocks
lizard eyes",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"eyes
painted on cave walls
lizards",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"ancient eyes
on cave walls
lizards",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Animals,"lizard eyes
a summer cooled
by the glint",http://www.ahapoetry.com/aadoh/suanim.htm
SUMMER Moods,"lovers
  pulse of fire gods
in bubbling waters",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"lovers
  cradled in caves
lovers",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"hot tongues
  the little language
of lovers",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"lovers
  the lamplighted lane
a way away",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"nights
  the grove of little trees
swollen with lovers",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"moon white water
  lovers in the secret cove
Saturday night",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"just as tangled
  paths in the berry patch
lovers",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"lovers
  heat of a summer night
fill the moon",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"making love
  the unevenness of boards
on the porch",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"skin
  touching
whispers",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"a butterfly
  from your finger
light touches",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"following wet tracks
  into the secret garden
he enters",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"hovering hums
  mosquitoes watch us
making love",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"packing
  between unworn shirts
sea sounds",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"moments of forever
  beach day chitin
fossil in lava",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"gazing into fires
  seals in my mind
wind-water pictures",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"red marks
  from your white teeth
mosquito bites",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"curving sandstone cliffs
  the yellow school bus
where time stands still",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Moods,"memories
  over a river of sunlight
a time bridge",http://www.ahapoetry.com/aadoh/sumoods.htm
SUMMER Plants,"mesquite trees
  choosing the best spots
for shade",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"desert wind
  finding voices
in mesquite",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"mint-pickers
  stained with fragrance
fingers wave hello",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"damp windowsill
  mold writes in the notebook
little black poems",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"fault line
  opening
monkey flowers",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"morning glory
  unfolding dewdrops
blue skies",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"stone Buddha
  essence still blooming
in moss flowers",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"thatched roof
  growing again
moss",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"musty smell
  of old furniture
a mossy bank",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"ancient stumps
  with faces in the moss
tourists peek inside",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"desert hills
  unfolding coolness
in a fan palm",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"for desert rain
  hot winds rattle
dry palms",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"date farm
  selling coolness
in brown bags",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"the most ancient
  palm-green filtered
dates of light",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"passion flowers
  climbing on the bed
lovers on the porch",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"lovers
  twining on the porch
passion flowers",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"evening orchard
  where the sun sank in
peach sky",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"ripe peaches
  the heaviness tips the days
into summer",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"a plate of peppers
  red warming up
August's afternoon",http://www.ahapoetry.com/aadoh/suplant.htm
SUMMER Plants,"stone Buddha
  here the phlox too
grows straight",http://www.ahapoetry.com/aadoh/suplant.htm
equinox,"a little higher
another valley fills
with moonlight",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"autumn leaves
arranging on the earth
silver moonlight",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"glacier-scarred rock
centuries of moonlight
echo",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
in canyon echoes
stars",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
your image on the mountain
echoes forever",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"eastern peaks
withholding moonlight
echo your voice",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
in the mountain river
stars echo",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
shaped by leaves of gold
silver",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"mountains
holding up the moonlight
the highest peak",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"two headlights
four white eyes
of moonlight",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"moonlight
broken to bits
by fallen leaves",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"draping moonlight
over your image
a leafless tree",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"rolling to the crest
moonlight touches each
tree black",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"autumn
leaves on the earth
silver moonlight",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"a black stove
warming a square
of moonlight",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"round rocks
the new moon rises
old",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"water striders
on a pale pond
moons",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"cactus spines
above the desert
a slender moon",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"incoming tide
curves of spindrift flung high
a quarter moon",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"sewing by hand
slowly it comes together
the half-round moon",http://www.ahapoetry.com/aadoh/autcel.htm
equinox,"quarter moon
on the night table
a book face up",http://www.ahapoetry.com/aadoh/autcel.htm
SUMMER Terrestrial,"scattered in sand
  embers of a saltwood fire
face to face with stars",http://www.ahapoetry.com/aadoh/suterr.htm
